brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_KM,Milage_per_Year,Price_per_Year,Is_Automatic
Kia,Forte GT-Line,2022,14950,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,24000.0,4,1.6052437964015784,2990.0,4800.0,0
Kia,Forte LX,2018,47466,Gasoline,"2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Silky Silver,Black,None reported,Yes,14699.0,8,0.30966776918701416,5274.0,1633.2222222222222,1
BMW,X6 M Base,2022,10376,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Ametrin Metallic,Black,None reported,Yes,98900.0,4,9.530692878481256,2075.2,19780.0,0
RAM,ProMaster 3500 High Roof,2021,18500,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,41950.0,5,2.267445002972812,3083.3333333333335,6991.666666666667,0
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021,24596,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,38322.0,5,1.5579948774240762,4099.333333333333,6387.0,0
Hyundai,Santa Fe SEL,2021,2905,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Shimmering Silver,Black,None reported,Yes,27599.0,5,9.497247075017206,484.1666666666667,4599.833333333333,0
Jaguar,XF 3.0 Portfolio,2015,71290,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,At least 1 accident or damage reported,Yes,21000.0,11,0.29456733669046586,5940.833333333333,1750.0,0
Audi,A7 55 Premium Plus,2022,15000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,63000.0,4,4.199720018665422,3000.0,12600.0,0
INFINITI,QX30 Premium,2017,37900,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,22000.0,9,0.5804596184797235,3790.0,2200.0,0
Mercedes-Benz,AMG G 63 4MATIC,2022,2000,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,244896.0,4,122.38680659670165,400.0,48979.2,0
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,32500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,43500.0,7,1.3384203562967294,4062.5,5437.5,0
Mitsubishi,Lancer Evolution Base,2003,61491,Gasoline,271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,28000.0,23,0.4553437845573408,2562.125,1166.6666666666667,0
Jeep,Wrangler Unlimited Sport,2013,77634,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Gecko Pearlcoat,Black,None reported,Yes,24590.0,13,0.3167385844013654,5545.285714285715,1756.4285714285713,0
Audi,A3 2.0 TDI Premium Plus,2015,83000,Diesel,150.0HP 2.0L 4 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,18999.0,11,0.22890085661618534,6916.666666666667,1583.25,0
Volkswagen,Jetta GLX VR6,2002,121800,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,4300.0,24,0.035303486835083456,4872.0,172.0,0
BMW,ALPINA B7 ALPINA B7 xDrive,2020,65852,Gasoline,4.4 Liter Twin Turbo,Automatic,Black,Mocha,None reported,Yes,68998.0,6,1.0477578849862572,9407.42857142857,9856.857142857143,1
Bentley,Bentayga Azure First Edition,2023,1335,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Onyx,Portland,None reported,Yes,272950.0,3,204.30389221556885,333.75,68237.5,0
Mercedes-Benz,CLA-Class CLA 250,2014,83315,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000.0,12,0.18003744778914013,6408.846153846154,1153.8461538461538,0
BMW,i8 Base,2019,18421,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,Black,Black,None reported,Yes,85000.0,7,4.614048420366952,2302.625,10625.0,0
Lexus,CT 200h Premium,2015,101000,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,At least 1 accident or damage reported,Yes,16500.0,11,0.16336471916119644,8416.666666666666,1375.0,0
Toyota,Tundra SR5,2022,29322,Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,None reported,Yes,44999.0,4,1.5345974149984654,5864.4,8999.8,0
Mercedes-Benz,SLC 300 Base,2019,23900,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,35999.0,7,1.5061712899041881,2987.5,4499.875,0
Mercedes-Benz,AMG C AMG C 63 S,2016,40515,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Black,Black,At least 1 accident or damage reported,Yes,47999.0,10,1.1846924671734624,3683.181818181818,4363.545454545455,0
Ford,F-150 XLT,2020,67516,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Medium Light Camel,None reported,Yes,36994.0,6,0.5479212642741828,9645.142857142857,5284.857142857143,1
Mazda,CX-9 Grand Touring,2010,155000,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,8300.0,16,0.0535480416255379,9117.64705882353,488.2352941176471,0
Honda,Ridgeline RTL-E,2019,26998,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Black,Black,None reported,Yes,35557.0,7,1.316974702766769,3374.75,4444.625,0
Bentley,Bentayga Onyx Edition,2018,18500,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,115000.0,8,6.215880222690665,2055.5555555555557,12777.777777777777,0
MINI,Cooper S Clubman Base,2009,137600,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gold,Black,None reported,Yes,6880.0,17,0.049999636630547746,7644.444444444444,382.22222222222223,0
Nissan,Murano SL,2005,125500,Gasoline,245.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,None reported,Yes,3950.0,21,0.031473852797985674,5704.545454545455,179.54545454545453,0
Bentley,Bentayga V8,2019,22039,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,113990.0,7,5.171960072595281,2754.875,14248.75,0
Nissan,Juke SV,2011,137483,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Gray,None reported,Yes,3200.0,15,0.023275435687061766,8592.6875,200.0,0
Ford,Expedition Max Limited,2019,67500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,40500.0,7,0.5999911112427964,8437.5,5062.5,0
Ford,Expedition Max King Ranch,2020,52000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,53722.0,6,1.0330955173938963,7428.571428571428,7674.571428571428,0
Lamborghini,Murcielago Base,2006,10000,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,259000.0,20,25.8974102589741,476.1904761904762,12333.333333333334,0
Chevrolet,Suburban LT,2017,195361,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Black,Black,At least 1 accident or damage reported,Yes,26000.0,9,0.13308627061557518,19536.1,2600.0,0
Bentley,Bentayga Onyx Edition,2018,32500,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,103000.0,8,3.1691332574382325,3611.1111111111113,11444.444444444445,0
BMW,M760 i xDrive,2019,14806,Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,81330.0,7,5.49267238468292,1850.75,10166.25,0
Genesis,GV70 2.5T,2022,11000,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,48950.0,4,4.449595491318971,2200.0,9790.0,0
Chevrolet,Tahoe LT,2011,92530,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,At least 1 accident or damage reported,Yes,18500.0,15,0.19993299542855908,5783.125,1156.25,0
Dodge,Durango GT,2017,34845,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,30000.0,9,0.8609309533375423,3484.5,3000.0,0
Porsche,718 Cayman GTS,2018,16280,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,85500.0,8,5.251520176893311,1808.888888888889,9500.0,0
Porsche,Cayman Base,2011,77000,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,32000.0,15,0.4155790184543058,4812.5,2000.0,0
Porsche,Panamera Turbo,2010,63000,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,38500.0,16,0.6111014110887129,3705.8823529411766,2264.705882352941,0
Lexus,ES 350 Base,2016,39700,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,25500.0,10,0.6423012014810711,3609.090909090909,2318.181818181818,0
Kia,Optima Hybrid LX,2013,103111,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9200.0,13,0.08922336876406238,7365.071428571428,657.1428571428571,0
Land,Rover Range Rover Velar R-Dynamic SE,2019,75897,Gasoline,2.0 Liter,Automatic,Black,Black,None reported,Yes,35998.0,7,0.4742944478115365,9487.125,4499.75,1
Jaguar,XF S,2017,55000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,34000.0,9,0.6181705787167506,5500.0,3400.0,0
Lexus,GX 470 Base,2005,114000,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,13450.0,21,0.11798142121560337,5181.818181818182,611.3636363636364,0
Mercedes-Benz,GL-Class GL 550,2011,80124,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17500.0,15,0.21840873634945399,5007.75,1093.75,0
BMW,X6 M Base,2023,7000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,144900.0,3,20.697043279531496,1750.0,36225.0,0
RAM,1500 Longhorn,2023,4285,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,65688.0,3,15.326178254783015,1071.25,16422.0,1
Lamborghini,Huracan LP580-2S,2019,17175,Gasoline,5.2L V10 40V GDI DOHC,7-Speed Automatic with Auto-Shift,Rosso Mars Metallic,Nero Ade,None reported,Yes,234900.0,7,13.676059618071728,2146.875,29362.5,0
Toyota,Highlander Hybrid Limited Platinum,2017,34049,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic CVT,Shoreline Blue Pearl,Ash,None reported,Yes,37999.0,9,1.1159765051395008,3404.9,3799.9,0
Audi,e-tron Prestige,2019,16000,Gasoline,355.0HP Electric Motor Electric Fuel System,A/T,White,Beige,At least 1 accident or damage reported,Yes,39990.0,7,2.4992187988250736,2000.0,4998.75,0
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,59355,Gasoline,V8,Automatic,Santorini Black,Ebony / Pimento,None reported,Yes,72995.0,6,1.229783004245569,8479.285714285714,10427.857142857143,1
Chevrolet,Bolt EUV Premier,2022,31000,Gasoline,200.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,White,None reported,Yes,36000.0,4,1.1612528628108771,6200.0,7200.0,0
BMW,M240 i,2019,19300,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,36000.0,7,1.8651883322107663,2412.5,4500.0,0
Cadillac,Escalade EXT Base,2009,155000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,16900.0,17,0.10903155463513138,8611.111111111111,938.8888888888889,0
Scion,tC Release Series 6.0,2010,120010,Gasoline,161.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,6500.0,16,0.054161701843997635,7059.411764705882,382.3529411764706,0
Kia,Optima EX,2012,152520,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,10900.0,14,0.0714655686757889,10168.0,726.6666666666666,0
Maserati,Quattroporte Base,2005,32000,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,2954083.0,21,92.31220899346896,1454.5454545454545,134276.5,0
Porsche,Panamera Turbo,2015,47000,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,50000.0,11,1.063807153039297,3916.6666666666665,4166.666666666667,0
Genesis,G70 2.0T,2023,2046,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,Yes,43499.0,3,21.250122129946263,511.5,10874.75,0
Chevrolet,Trailblazer LS,2021,24965,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Mosaic Black Metallic,Jet Black,At least 1 accident or damage reported,Yes,22995.0,5,0.9210526315789473,4160.833333333333,3832.5,0
Toyota,Camry LE,2005,108000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Gray,None reported,Yes,7850.0,21,0.07268451218044278,4909.090909090909,356.8181818181818,0
Toyota,Sienna LE,2015,76000,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,18300.0,11,0.24078630544334942,6333.333333333333,1525.0,0
Porsche,911 Carrera S,2014,30000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,78500.0,12,2.616579447351755,2307.6923076923076,6038.461538461538,0
Volvo,V60 T6 R-Design Platinum,2015,59271,Gasoline,325.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,29900.0,11,0.5044540423808881,4939.25,2491.6666666666665,0
Lexus,LX 600 Premium,2023,1500,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,119500.0,3,79.61359093937375,375.0,29875.0,0
BMW,330e iPerformance,2017,52500,Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,24950.0,9,0.47522904325631893,5250.0,2495.0,0
Tesla,Model Y Long Range,2020,23100,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,Blue,White,None reported,Yes,36495.0,6,1.5798017401844076,3300.0,5213.571428571428,0
FIAT,124 Spider Abarth,2017,45000,Gasoline,164.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,22500.0,9,0.499988889135797,4500.0,2250.0,0
Dodge,Ram 1500 Quad Cab,2002,179000,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,6500.0,24,0.036312646298065375,7160.0,260.0,0
Toyota,Supra A91-MT Edition,2023,1500,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Orange,None reported,Yes,84900.0,3,56.562291805463026,375.0,21225.0,0
BMW,X7 xDrive40i,2022,38671,Hybrid,3.0 Liter Turbo,Automatic,Gray,Blk,None reported,Yes,66998.0,4,1.7324679354571784,7734.2,13399.6,1
Jeep,Wrangler Unlimited X,2007,135465,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,15750.0,19,0.11626533595145645,6773.25,787.5,0
MINI,Countryman Cooper S ALL4,2014,79000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,17000.0,12,0.2151871495297528,6076.923076923077,1307.6923076923076,0
Nissan,Maxima SV,2012,42259,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,17000.0,14,0.4022716516800757,2817.266666666667,1133.3333333333333,0
Toyota,Camry Solara SLE V6,2006,159890,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6500.0,20,0.040652694648229105,7613.809523809524,309.5238095238095,0
Maserati,Grecale Modena,2023,2200,Hybrid,325.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,75000.0,3,34.075420263516584,550.0,18750.0,0
Lexus,RX 450h Base,2022,15833,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,None reported,Yes,52000.0,4,3.284072249589491,3166.6,10400.0,0
BMW,328 i xDrive,2013,96000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13500.0,13,0.14062353517150863,6857.142857142857,964.2857142857143,0
BMW,135 i,2009,72900,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,15500.0,17,0.212617110876394,4050.0,861.1111111111111,0
BMW,X7 M50i,2021,7121,Gasoline,4.4 Liter Twin Turbo,Automatic,Gray,Black,None reported,Yes,94998.0,5,13.338668913226622,1186.8333333333333,15833.0,1
Hyundai,Tucson Hybrid SEL Convenience,2023,3402,Hybrid,226.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,44000.0,3,12.929767851895386,850.5,11000.0,0
Volvo,C30 T5 Premier Plus,2013,73000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,13900.0,13,0.19040835057054012,5214.285714285715,992.8571428571429,0
Karma,Revero Base,2018,21000,Gasoline,403.0HP 2.0L Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,51000.0,8,2.428455787819628,2333.3333333333335,5666.666666666667,0
BMW,X7 xDrive40i,2021,30309,Hybrid,3.0 Liter Turbo,Automatic,Blue,Tan,None reported,Yes,63598.0,5,2.098251402177499,5051.5,10599.666666666666,1
Ford,Mustang Mach-E California Route 1,2021,24000,Gasoline,290.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,38000.0,5,1.5832673638598391,4000.0,6333.333333333333,0
BMW,740 i,2016,73000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23999.0,10,0.32874892124765415,6636.363636363636,2181.7272727272725,0
Ford,Edge SEL,2019,26465,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White Platinum Tri-Coat Metallic,Ebony,None reported,Yes,24998.0,7,0.9445326078742537,3308.125,3124.75,0
Volkswagen,Arteon 2.0T SEL Premium R-Line,2020,26870,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Deep Black Pearl Effect,Mistral Gray / Raven,At least 1 accident or damage reported,Yes,34645.0,6,1.2893081761006289,3838.5714285714284,4949.285714285715,0
Honda,Pilot EX,2004,184000,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,10500.0,22,0.057064907255938824,8000.0,456.5217391304348,0
BMW,X7 ALPINA XB7,2022,4514,Gasoline,4.4 Liter Twin Turbo,Automatic,Gray,Black,None reported,Yes,132998.0,4,29.456921373200444,902.8,26599.6,1
RAM,2500 Tradesman,2022,1300,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,48000.0,4,36.89469638739431,260.0,9600.0,0
Jeep,Grand Cherokee Limited,2018,49924,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,26500.0,8,0.5307961942914372,5547.111111111111,2944.4444444444443,0
GMC,Yukon Denali,2019,36526,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,57850.0,7,1.5837599583869466,4565.75,7231.25,0
BMW,M6 Base,2015,37000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Silver,None reported,Yes,45950.0,11,1.2418583281532931,3083.3333333333335,3829.1666666666665,0
Acura,MDX 3.5L w/Advance & Entertainment Pkgs,2017,79884,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Gray,Graystone,At least 1 accident or damage reported,Yes,24840.0,9,0.3109469862927959,7988.4,2484.0,0
Volkswagen,Beetle 1.8T,2016,30000,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,19000.0,10,0.6333122229259025,2727.2727272727275,1727.2727272727273,0
BMW,X6 M Base,2021,11102,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,101000.0,5,9.096640547599748,1850.3333333333333,16833.333333333332,0
Ford,Mustang GT Premium,2012,105500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,19000.0,14,0.18009307968644847,7033.333333333333,1266.6666666666667,0
BMW,X7 xDrive50i,2019,31157,Gasoline,4.4 Liter GDI DOHC Twin Turbo,Automatic,Black,Blk,None reported,Yes,65998.0,7,2.118171898067912,3894.625,8249.75,1
Kia,Sorento LX V6,2019,86204,Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,Sparkling Silver,Satin Black,At least 1 accident or damage reported,Yes,20708.0,7,0.24021808479786555,10775.5,2588.5,0
BMW,435 i,2014,80211,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,17995.0,12,0.22434299107365482,6170.076923076923,1384.2307692307693,0
Aston,Martin V8 Vantage Base,2010,25991,Gasoline,420.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,69995.0,16,2.692943982763927,1528.8823529411766,4117.35294117647,0
Mercedes-Benz,CLK-Class CLK 350,2008,73000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,8400.0,18,0.11506691689154944,3842.1052631578946,442.10526315789474,0
BMW,740 i,2018,40989,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Gold,None reported,Yes,35000.0,8,0.8538667967797023,4554.333333333333,3888.8888888888887,0
Dodge,Caliber Express,2010,102681,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,6000.0,16,0.05843283146023646,6040.058823529412,352.94117647058823,0
Acura,ZDX Base,2010,123000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13888.0,16,0.11290965114104763,7235.294117647059,816.9411764705883,0
Jeep,Wrangler X,2005,160900,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,7200.0,21,0.04474801275318364,7313.636363636364,327.27272727272725,0
BMW,M3 Base,2011,105000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21900.0,15,0.2085694421957886,6562.5,1368.75,0
Kia,Sportage Plug-In Hybrid X-Line,2023,1340,Plug-In Hybrid,177.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None reported,Yes,41000.0,3,30.574198359433257,335.0,10250.0,0
Ford,Mustang Mach-E Premium,2021,17850,Gasoline,266.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,41999.0,5,2.35275334715142,2975.0,6999.833333333333,0
BMW,M3 Base,2011,72277,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,34950.0,15,0.48354962782589445,4517.3125,2184.375,0
Jeep,Wrangler Rubicon,2023,7000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,46000.0,3,6.570489930009998,1750.0,11500.0,0
Porsche,Panamera 4 Platinum Edition,2022,10627,Gasoline,"2.9L V-6 gasoline direct injection, DOHC, variable valve control","Automatic, 8-Spd PDK Dual-Clutch",Chalk,BLACK,None reported,Yes,99000.0,4,9.31501693639443,2125.4,19800.0,0
Ford,Explorer XLT,2020,67015,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Oxford White,Sandstone,None reported,Yes,28590.0,6,0.4266145398113883,9573.57142857143,4084.285714285714,0
BMW,M4 Base,2018,19600,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,62000.0,8,3.163103923269221,2177.777777777778,6888.888888888889,0
Ford,Mustang Mach-E Premium,2022,5800,Gasoline,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,42500.0,4,7.326323047750388,1160.0,8500.0,0
FIAT,500e Battery Electric,2017,33812,Gasoline,111.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,None reported,Yes,14999.0,9,0.44358678614733976,3381.2,1499.9,0
Cadillac,Escalade Luxury,2015,99897,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,26950.0,11,0.26977517067408757,8324.75,2245.8333333333335,0
